title,title_name,make,modelname,modelnameq,modelno,modelnoq
"Garmin GTN750 For Sale","No make","No make",NULL,NULL,NULL,NULL
"2012 Bell 412EP for sale","Bell 412EP",Bell,NULL,NULL,412,412EP
"2020 Bell 407GXi for sale","Bell 407",Bell,NULL,NULL,407,NULL
NULL,"Hughes 269C",Hughes,NULL,NULL,269,269C
"2005 Robinson R44 CLIPPER II","Robinson R-44 Clipper II",Robinson,Clipper,NULL,R-44,NULL
"2006  Agusta A-109 Power Elite","Agusta A109E Power Elite",Agusta,Power,NULL,A109,A109E
"2010  Agusta A-109 S Grand","Agusta AW109S Grand",Agusta,Grand,NULL,A109,AW109S
"1975  Piper PA-28R-200 Arrow II","Piper PA-28R-200 Arrow II",Piper,Arrow,NULL,PA-28,PA-28R-200
NULL,"Evektor Eurostar",Evektor,Eurostar,NULL,NULL,NULL
NULL,"Evektor SportStar",Evektor,SportStar,NULL,NULL,NULL
NULL,"Robinson R-22",Robinson,NULL,NULL,R-22,NULL
"PARTS OR COMPLETE","Stoddard-Hamilton Glasair III RG",Stoddard-Hamilton,NULL,NULL,NULL,NULL
NULL,"Aeroprakt A-22LS",Aeroprakt,NULL,NULL,A-22,A-22LS
NULL,"Agusta A109",Agusta,NULL,NULL,A109,NULL
NULL,"Robinson R-22 Beta II",Robinson,Beta,NULL,R-22,NULL
NULL,"Robinson R-22 Beta",Robinson,Beta,NULL,R-22,NULL
"1990  Pilatus PC-9","Pilatus PC-9",Pilatus,NULL,NULL,PC-9,NULL
"2021  Robinson R-22 Beta II","Robinson R-22 Beta II",Robinson,Beta,NULL,R-22,NULL
"Garmin GNS 530W","No make","No make",NULL,NULL,NULL,NULL
NULL,"Cessna 310R",Cessna,NULL,NULL,310,310R
NULL,"Hatz CB-1",Hatz,NULL,NULL,CB-1,NULL
"1966  Beech 33 Debonair","Beech 33 Debonair",Beech,Bonanza,NULL,NULL,33
"1973  Hughes 300 C","Hughes 300C",Hughes,NULL,NULL,300,300C
NULL,"Flight Design CTLS","Flight Design",CT,NULL,NULL,NULL
NULL,"Beech 350 King Air",Beech,"King Air",NULL,350,NULL
NULL,"Eurocopter AS 355N Ecureuil II",Eurocopter,Ecureuil,NULL,"AS 355","AS 355N"
NULL,"Cessna 680 Citation Sovereign",Cessna,Citation,NULL,NULL,680
NULL,"Beech 300 King Air",Beech,"King Air",NULL,300,NULL
NULL,"Lancair IV-P",Lancair,NULL,NULL,IV,IV-P
NULL,"Piper PA-28-180 Cherokee",Piper,Cherokee,NULL,PA-28,PA-28-180
NULL,"Robinson R-22 Mariner",Robinson,Mariner,NULL,R-22,NULL
"B747-400F IS MUCH AVAILABLE FOR CHARTER AND ACMI LEASE","Boeing 747-400F",Boeing,NULL,NULL,747,747-400F
"B747-400F IS MUCH AVAILABLE FOR CHARTER AND ACMI LEASE","Boeing 747-400F",Boeing,NULL,NULL,747,747-400F
NULL,"RotorWay 162F Exec",RotorWay,Exec,NULL,162,162F
"2009  Coavio DF-2000 Top","ASAP 2-S",ASAP,NULL,NULL,2-S,NULL
"Registration of .aero domain name","No make","No make",NULL,NULL,NULL,NULL
"2003  British Aerospace Hawk","BAe Hawk",BAe,Hawk,NULL,NULL,NULL
"2003  CASA C-295","Casa CN-235",Casa,NULL,NULL,CN-235,NULL
"1962  Lockheed C-130 Hercules","Lockheed C-130E Hercules",Lockheed,Hercules,NULL,C-130,C-130E
NULL,"Aviat Aircraft Inc. A-1C Husky","Aviat Aircraft Inc.",Husky,NULL,A-1,A-1C
NULL,"Cessna 172A",Cessna,NULL,NULL,172,172A
NULL,"Bombardier BD-700 Global Express XRS",Bombardier,"Global Express",NULL,BD-700,NULL
NULL,"North American Navion","North American",Navion,NULL,NULL,NULL
"MI-26T FOR SALE","Mil MI-26T",Mil,NULL,NULL,MI-26T,NULL
"2013 Sikorsky S-92A for sale","Sikorsky S-92",Sikorsky,NULL,NULL,S-92,NULL
NULL,"Mooney M20J",Mooney,NULL,NULL,M20,M20J
NULL,"Boeing 737 BBJ",Boeing,BBJ,NULL,737,NULL
NULL,"Bombardier CL-601-3A/ER Challenger 601",Bombardier,Challenger,NULL,CL-601,CL-601-3A/ER
NULL,"Gulfstream G650",Gulfstream,NULL,NULL,G650,NULL
NULL,"Eurocopter AS 350 Ecureuil",Eurocopter,Ecureuil,NULL,"AS 350",NULL
NULL,"Agusta A119 Koala",Agusta,Koala,NULL,A119,NULL
"1973  Mudry CAP-10 C NEW","Mudry CAP 10C",Mudry,NULL,NULL,CAP,"CAP 10C"
NULL,"Stampe SV-4C",Stampe,NULL,NULL,SV-4,SV-4C
"2000  Eurocopter EC-120 Colibri B","Eurocopter EC 120B Colibri",Eurocopter,Colibri,NULL,"EC 120","EC 120B"
Seats/lavatories,"Boeing 767-300",Boeing,NULL,NULL,NULL,NULL
"Rare S&K Suitcase Cycle 1966 Honda TRAIL 90","No make","No make",NULL,NULL,NULL,NULL
"2010  Focke-Wulf FW-190 Replica","Focke-Wulf FW-190",Focke-Wulf,NULL,NULL,FW-190,NULL
NULL,"Schweizer 269C",Schweizer,NULL,NULL,269,269C
NULL,"Sikorsky S-61N",Sikorsky,NULL,NULL,61,S-61N
NULL,"Eurocopter EC 120B Colibri",Eurocopter,Colibri,NULL,"EC 120","EC 120B"
"2000 Airbus AS350B3 for Sale","Eurocopter AS 350B3 Ecureuil",Eurocopter,Ecureuil,NULL,"AS 350","AS 350B3"
NULL,"Eurocopter AS 350B3 Ecureuil",Eurocopter,Ecureuil,NULL,"AS 350","AS 350B3"
NULL,"Robinson R-22 Beta II",Robinson,Beta,NULL,R-22,NULL
NULL,"Eurocopter EC 120B Colibri",Eurocopter,Colibri,NULL,"EC 120","EC 120B"
"2002  Robinson R-44 Raven","Robinson R-44 Raven",Robinson,Raven,NULL,R-44,NULL
"2017 Bell 407GXP for sale","Bell 407",Bell,NULL,NULL,407,NULL
"2011  Robinson R-66 w Helisas","Robinson R-66",Robinson,NULL,NULL,R-66,NULL
NULL,"Tecnam P2008",Tecnam,NULL,NULL,P2008,NULL
NULL,"Bombardier BD-700 Global Express XRS",Bombardier,"Global Express",NULL,BD-700,NULL
"WALTER MINOR 4-III ENGINES AVAILABLES","No make","No make",NULL,NULL,NULL,NULL
NULL,"Eurocopter EC 135P2+",Eurocopter,NULL,NULL,"EC 135","EC 135P2+"
"1981  Rutan 33 VariEze","Rutan VariEze",Rutan,VariEze,NULL,NULL,NULL
NULL,"Cessna T182T Turbo Skylane",Cessna,Skylane,NULL,182,T182T
NULL,"Diamond Aircraft 100 TwinStar","Diamond Aircraft",Star,NULL,100,NULL
"2011  Slepcev SS-4 Storch","Slepcev Storch",Slepcev,Storch,NULL,NULL,NULL
"DV-1 Skylark for sale in the Czech Republic","Dova Aircraft DV-1 Skylark","Dova Aircraft",Skylark,NULL,DV-1,NULL
NULL,"Bombardier CL-604 Challenger 604",Bombardier,Challenger,NULL,CL-604,NULL
"New Robinson R44","Robinson R-44",Robinson,NULL,NULL,R-44,NULL
NULL,"Boeing 737 BBJ",Boeing,BBJ,NULL,737,NULL
"Garmin GTN 750 WAAS COM.","No make","No make",NULL,NULL,NULL,NULL
"Garmin GTN 650 WAAS GPS NAV COM","No make","No make",NULL,NULL,NULL,NULL
NULL,"Hawker Siddeley 850XP","Hawker Siddeley",NULL,NULL,850,850XP
NULL,"Bell 212",Bell,NULL,NULL,212,NULL
NULL,"Cessna F150K Aerobat",Cessna,Aerobat,NULL,150,F150K
NULL,"Boeing 747",Boeing,NULL,NULL,747,NULL
NULL,"Jodel D.9",Jodel,NULL,NULL,D.9,NULL
NULL,"Beech C90 King Air",Beech,"King Air",NULL,90,C90
"2009  Tecnam P-92 Eaglet Light Sport","Tecnam P92 Eaglet",Tecnam,Eaglet,NULL,P92,NULL
"ERJ 145 LR available for immediate SALE","Embraer ERJ-145LR",Embraer,NULL,NULL,ERJ-145,ERJ-145LR
"1986  Eurocopter AS-350 Ecureuil BA","Eurocopter AS 350BA Ecureuil",Eurocopter,Ecureuil,NULL,"AS 350","AS 350BA"
"2002  Piper PA-28R-201 new Arrow GFC500","Piper PA-28R-201 Arrow III",Piper,Arrow,NULL,PA-28,PA-28R-201
"R66 Turbine 822 hours","Robinson R-66",Robinson,NULL,NULL,R-66,NULL
NULL,"Stearman PT-17/A75-N1",Stearman,NULL,NULL,PT-17,PT-17/A75-N1
NULL,"Cessna T206H Turbo Stationair",Cessna,Stationair,NULL,206,T206H
NULL,"Cirrus SR-22",Cirrus,NULL,NULL,SR-22,NULL
NULL,"de Havilland DHC-2 Beaver","de Havilland",Beaver,NULL,DHC-2,NULL
NULL,"Piper PA-32R-301T Turbo Saratoga",Piper,Saratoga,NULL,PA-32,PA-32R-301T
NULL,"Piper PA-32R-301 Saratoga II-HP",Piper,Saratoga,NULL,PA-32,PA-32R-301
NULL,"Stolp SA-750 Acroduster",Stolp,Acroduster,NULL,SA-750,NULL
NULL,"Aero Commander 500B","Aero Commander",NULL,NULL,500,500B
NULL,"Beech 95-B55 Baron",Beech,Baron,NULL,NULL,95-B55
NULL,"Beech 58 Baron",Beech,Baron,NULL,NULL,58
NULL,"Beech 58P Baron",Beech,Baron,NULL,NULL,58P
NULL,"Beech 18/C45 Twin Beech",Beech,"Twin Beech",NULL,18,18/C45
NULL,"Beech B60 Duke",Beech,Duke,NULL,60,B60
NULL,"Beech B60 Duke",Beech,Duke,NULL,60,B60
NULL,"Cessna 340",Cessna,NULL,NULL,340,NULL
NULL,"Cessna 340A",Cessna,NULL,NULL,340,340A
NULL,"Cessna 414 Chancellor",Cessna,Chancellor,NULL,414,NULL
NULL,"Cessna 414A Chancellor",Cessna,Chancellor,NULL,414,414A
NULL,"Cessna 421 Golden Eagle",Cessna,"Golden Eagle",NULL,421,NULL
NULL,"Cessna 421C Golden Eagle",Cessna,"Golden Eagle",NULL,421,421C
NULL,"Piper PA-31 Chieftain Panther",Piper,Navajo,NULL,PA-31,NULL
NULL,"Piper PA-31-325 Navajo C/R",Piper,Navajo,NULL,PA-31,PA-31-325
NULL,"Piper PA-31 Chieftain Panther",Piper,Navajo,NULL,PA-31,NULL
NULL,"Piper PA-34 Seneca",Piper,Seneca,NULL,PA-34,NULL
NULL,"Piper PA-34 Seneca II",Piper,Seneca,NULL,PA-34,NULL
NULL,"Tecnam P2006T",Tecnam,NULL,NULL,P2006T,NULL
NULL,"Airbus H130",Airbus,NULL,NULL,H130,NULL
NULL,"Beech 400 Beechjet",Beech,Beechjet,NULL,400,NULL
NULL,"Bombardier CL-604 Challenger 604",Bombardier,Challenger,NULL,CL-604,NULL
NULL,"Cessna 500 Citation",Cessna,Citation,NULL,NULL,500
NULL,"Cessna 501 Citation I/SP",Cessna,Citation,NULL,NULL,501
NULL,"Cessna 501 Citation I/SP",Cessna,Citation,NULL,NULL,501
NULL,"Cessna 500 Citation I",Cessna,Citation,NULL,NULL,500
NULL,"Cessna 550 Citation II",Cessna,Citation,NULL,NULL,550
NULL,"Cessna 550 Citation II",Cessna,Citation,NULL,NULL,550
NULL,"Cessna 550 Citation II",Cessna,Citation,NULL,NULL,550
NULL,"Cessna Citation",Cessna,Citation,NULL,NULL,NULL
NULL,"Cessna 560 Citation V",Cessna,Citation,NULL,NULL,560
NULL,"Dassault 2000 Falcon",Dassault,Falcon,NULL,2000,NULL
NULL,"Dassault 900LX Falcon",Dassault,Falcon,NULL,900,900LX
NULL,"Embraer Phenom 100",Embraer,Phenom,NULL,NULL,NULL
NULL,"Gulfstream G280",Gulfstream,NULL,NULL,G280,NULL
NULL,"Gulfstream GIII",Gulfstream,NULL,NULL,GIII,NULL
NULL,"Hawker Siddeley 125-800A","Hawker Siddeley",NULL,NULL,125,125-800A
NULL,"Hawker Siddeley 4000","Hawker Siddeley",NULL,NULL,4000,NULL
NULL,"Lockheed L-1329 Jetstar II",Lockheed,Jetstar,NULL,L-1329,NULL
NULL,"Learjet 31A",Learjet,NULL,NULL,30,31A
NULL,"Learjet 40-XR",Learjet,NULL,NULL,40,40-XR
NULL,"Learjet 55",Learjet,NULL,NULL,55,NULL
NULL,"Learjet 55",Learjet,NULL,NULL,55,NULL
NULL,"Learjet 60",Learjet,NULL,NULL,60,NULL
NULL,"Learjet 60",Learjet,NULL,NULL,60,NULL
NULL,"IaI 1124 Westwind II",IaI,Westwind,NULL,1124,NULL
NULL,"IaI 1124 Westwind II",IaI,Westwind,NULL,1124,NULL
NULL,"BAe J-32 Jetstream",BAe,Jetstream,NULL,J-32,NULL
NULL,"BAe J-32EP Jetstream",BAe,Jetstream,NULL,J-32,J-32EP
NULL,"Beech 200 King Air",Beech,"King Air",NULL,200,NULL
NULL,"Beech B200 King Air",Beech,"King Air",NULL,200,B200
NULL,"Beech B200 King Air",Beech,"King Air",NULL,200,B200
NULL,"Beech B200 King Air",Beech,"King Air",NULL,200,B200
NULL,"Beech B200 King Air",Beech,"King Air",NULL,200,B200
NULL,"Beech B200 King Air",Beech,"King Air",NULL,200,B200
NULL,"Beech B200 King Air",Beech,"King Air",NULL,200,B200
NULL,"Beech 350 King Air",Beech,"King Air",NULL,350,NULL
NULL,"Beech C90 King Air",Beech,"King Air",NULL,90,C90
NULL,"Beech E90 King Air",Beech,"King Air",NULL,90,E90
NULL,"Beech C90 King Air",Beech,"King Air",NULL,90,C90
NULL,"Beech C90 King Air",Beech,"King Air",NULL,90,C90
NULL,"Beech C90A King Air",Beech,"King Air",NULL,90,C90A
NULL,"Cessna 425 Conquest I",Cessna,Conquest,NULL,425,NULL
NULL,"Piaggio P.180 Avanti II",Piaggio,Avanti,NULL,P.180,NULL
NULL,"Saab 340A",Saab,NULL,NULL,340,340A
NULL,"Saab 340B",Saab,NULL,NULL,340,340B
NULL,"Aerocomp Comp Air 6",Aerocomp,"Comp Air",NULL,NULL,NULL
NULL,"Stoddard-Hamilton Glasair I RG",Stoddard-Hamilton,Glasair,NULL,NULL,NULL
NULL,"Lancair Evolution",Lancair,Evolution,NULL,NULL,NULL
NULL,"de Havilland DHC-2 Beaver","de Havilland",Beaver,NULL,DHC-2,NULL
NULL,"Seawind/SNA Inc. Seawind 3000","Seawind/SNA Inc.",Seawind,NULL,NULL,NULL
NULL,"Hiller UH-12B",Hiller,NULL,NULL,UH-12,UH-12B
NULL,"Robinson R-44 Clipper",Robinson,Clipper,NULL,R-44,NULL
NULL,"RotorWay 162F Exec",RotorWay,Exec,NULL,162,162F
NULL,"Airbus A350",Airbus,NULL,NULL,A350,NULL
NULL,"Bell 205A-I Iroquois (Huey)",Bell,"Iroquois (Huey)",NULL,205,205A-I
NULL,"Bell 205A-I Iroquois (Huey)",Bell,"Iroquois (Huey)",NULL,205,205A-I
NULL,"Bell 205A-I Iroquois (Huey)",Bell,"Iroquois (Huey)",NULL,205,205A-I
NULL,"Bell 206B JetRanger II",Bell,JetRanger,NULL,206,206B
NULL,"Bell 212",Bell,NULL,NULL,212,NULL
NULL,"Bell 205A-I Iroquois (Huey)",Bell,"Iroquois (Huey)",NULL,205,205A-I
NULL,"Bell 206B JetRanger II",Bell,JetRanger,NULL,206,206B
NULL,"Bell 212",Bell,NULL,NULL,212,NULL
NULL,"Bell 412",Bell,NULL,NULL,412,NULL
NULL,"Bell 212",Bell,NULL,NULL,212,NULL
NULL,"Bell 212",Bell,NULL,NULL,212,NULL
NULL,"Bell 212",Bell,NULL,NULL,212,NULL
NULL,"Bell 206L3 LongRanger III",Bell,LongRanger,NULL,206,206L3
NULL,"Bell 212",Bell,NULL,NULL,212,NULL
NULL,"Bell 212",Bell,NULL,NULL,212,NULL
NULL,"Bell 430",Bell,NULL,NULL,430,NULL
NULL,"Bell 206B3 JetRanger III",Bell,JetRanger,NULL,206,206B3
NULL,Bell,Bell,NULL,NULL,NULL,NULL
NULL,"Bell 430",Bell,NULL,NULL,430,NULL
NULL,"Bell 429",Bell,NULL,NULL,429,NULL
NULL,"Bell 407",Bell,NULL,NULL,407,NULL
NULL,"Eurocopter AS 355N Ecureuil II",Eurocopter,Ecureuil,NULL,"AS 355","AS 355N"
NULL,"Eurocopter AS 365N3 Dauphin II",Eurocopter,Dauphin,NULL,"AS 365","AS 365N3"
NULL,"McDonnell Douglas MD-600N","McDonnell Douglas",NULL,NULL,MD-600,MD-600N
NULL,"Robinson R-66",Robinson,NULL,NULL,R-66,NULL
NULL,"Robinson R-66",Robinson,NULL,NULL,R-66,NULL
NULL,"Sikorsky S-76C++",Sikorsky,NULL,NULL,S-76,S-76C++
NULL,"Sikorsky S-70/UH-60A Black Hawk",Sikorsky,Hawk,NULL,S-70,S-70/UH-60A
NULL,"Beech 1900C Airliner",Beech,Airliner,NULL,1900,1900C
NULL,"Beech 1900D Airliner",Beech,Airliner,NULL,1900,1900D
NULL,"Hatz CB-1",Hatz,NULL,NULL,CB-1,NULL
NULL,"North American T-28B Trojan","North American",Trojan,NULL,T-28,T-28B
NULL,"Cessna T206H Turbo Stationair",Cessna,Stationair,NULL,206,T206H
NULL,"Airbus A350",Airbus,NULL,NULL,A350,NULL
"1976  Great Lakes 2T-1A-2","Great Lakes 2-T-1A-2","Great Lakes",NULL,NULL,2-T-1,2-T-1A-2
"1991 Boeing 757-200PCF for sale","Boeing 757-200F",Boeing,NULL,NULL,757,757-200F
NULL,"Piper PA-46-350P Malibu Mirage",Piper,Malibu,NULL,PA-46,PA-46-350P
NULL,"Eurocopter SA 315B Lama",Eurocopter,Alouette,NULL,"SA 315B",NULL
NULL,"Robinson R-44 Raven II",Robinson,Raven,NULL,R-44,NULL
NULL,"Robinson R-66",Robinson,NULL,NULL,R-66,NULL
NULL,"Pilatus PC-12",Pilatus,NULL,NULL,PC-12,NULL
"2008  Cirrus SR20 G3 GTS","Cirrus SR-20G3 GTS",Cirrus,NULL,NULL,SR-20,"SR-20G3 GTS"
"R44 Clipper II","Robinson R-44 Clipper II",Robinson,Clipper,NULL,R-44,NULL
NULL,"Beech A36 Bonanza",Beech,Bonanza,NULL,NULL,A36
NULL,"Piper PA-34-220T Seneca III",Piper,Seneca,NULL,PA-34,PA-34-220T
NULL,"Learjet 60",Learjet,NULL,NULL,60,NULL
NULL,"Dassault 900LX Falcon",Dassault,Falcon,NULL,900,900LX
NULL,"Dassault 900EX Falcon",Dassault,Falcon,NULL,900,900EX
NULL,"Agusta A109E",Agusta,NULL,NULL,A109,A109E
NULL,"Robinson R-44 Clipper II",Robinson,Clipper,NULL,R-44,NULL
NULL,"Robinson R-66",Robinson,NULL,NULL,R-66,NULL
NULL,"Hawker Siddeley 125-800","Hawker Siddeley",NULL,NULL,125,125-800
"2014  Aeropro Eurofox Glider Tug","Aeropro Eurofox",Aeropro,Eurofox,NULL,NULL,NULL
NULL,"Cessna 172G",Cessna,NULL,NULL,172,172G
NULL,"Piper PA-31P Navajo",Piper,Navajo,NULL,PA-31,PA-31P
NULL,"Beech E90 King Air",Beech,"King Air",NULL,90,E90
NULL,"Beech C90A King Air",Beech,"King Air",NULL,90,C90A
NULL,"Bell 407",Bell,NULL,NULL,407,NULL
NULL,"Piper PA-46 Malibu",Piper,Malibu,NULL,PA-46,NULL
NULL,"Piper PA-46 Malibu",Piper,Malibu,NULL,PA-46,NULL
NULL,"Piper PA-46-500TP Malibu Meridian",Piper,Malibu,NULL,PA-46,PA-46-500TP
NULL,"Piper PA-46-500TP Malibu Meridian",Piper,Malibu,NULL,PA-46,PA-46-500TP
"1977  Bell 206B JetRanger","Bell 206B JetRanger II",Bell,JetRanger,NULL,206,206B
NULL,"Eurocopter Bo 105-M",Eurocopter,NULL,NULL,"Bo 105","Bo 105-M"
NULL,"Piper PA-46-350P Malibu Mirage",Piper,Malibu,NULL,PA-46,PA-46-350P
NULL,"Piper PA-46`tp Malibu JetPROP DLX",Piper,Malibu,NULL,PA-46,PA-46`tp
NULL,"Piper PA-46`tp Malibu JetPROP DLX",Piper,Malibu,NULL,PA-46,PA-46`tp
NULL,"Piper PA-46`tp Malibu JetPROP DLX",Piper,Malibu,NULL,PA-46,PA-46`tp
NULL,"Piper PA-46`tp Malibu JetPROP DLX",Piper,Malibu,NULL,PA-46,PA-46`tp
NULL,"Piper PA-46`tp Malibu JetPROP DLX",Piper,Malibu,NULL,PA-46,PA-46`tp
NULL,"Piper PA-46-500TP Malibu Meridian",Piper,Malibu,NULL,PA-46,PA-46-500TP
"1994 Boeing B747-400F","Boeing 747-400F",Boeing,NULL,NULL,747,747-400F
NULL,"Beech A36 Bonanza",Beech,Bonanza,NULL,NULL,A36
"Pilatus PC-7 For Sale by Boschung Global","Pilatus PC-7",Pilatus,NULL,NULL,PC-7,NULL
"1967 Skylane","Cessna 182K Skylane",Cessna,Skylane,NULL,182,182K
"Pipistrel Sinus Motorglider","Pipistrel Sinus",Pipistrel,Sinus,NULL,NULL,NULL
NULL,"Gulfstream GIV",Gulfstream,NULL,NULL,GIV,NULL
NULL,"Beech C90 King Air",Beech,"King Air",NULL,90,C90
NULL,"Bellanca 17-30A Super Viking",Bellanca,Viking,NULL,17-30,17-30A
NULL,"Cessna 162 Skycatcher",Cessna,Skycatcher,NULL,162,NULL
NULL,"Flight Design CT","Flight Design",CT,NULL,NULL,NULL
NULL,"Jodel Dr.1050",Jodel,NULL,NULL,Dr.1050,NULL
NULL,"Dassault 900LX Falcon",Dassault,Falcon,NULL,900,900LX
NULL,"Mil MI-8T",Mil,NULL,NULL,MI-8,MI-8T
NULL,"Mil MI-8T",Mil,NULL,NULL,MI-8,MI-8T
NULL,"Mil MI-8MTV-1",Mil,NULL,NULL,MI-8,MI-8MTV-1
NULL,"Mil MI-8MTV-1",Mil,NULL,NULL,MI-8,MI-8MTV-1
"for sale PA-36 285/375","Piper PA-36-375 Pawnee Brave",Piper,Pawnee,NULL,PA-36,PA-36-375
"Garmin GTN 750 Touchscreen","No make","No make",NULL,NULL,NULL,NULL
"Garmin GNS 530 WAAS","No make","No make",NULL,NULL,NULL,NULL
"Garmin GNS 430 WAAS","No make","No make",NULL,NULL,NULL,NULL
"B747-400F AIRCRAFT FIOR ACMI LEASE","Boeing 747-400F",Boeing,NULL,NULL,747,747-400F
NULL,"Aerocomp Comp Air 7",Aerocomp,"Comp Air",NULL,NULL,NULL
"Selling Garmin GTN 750 system","Gemini 103",Gemini,NULL,NULL,NULL,NULL
NULL,"Bombardier Challenger 850ER",Bombardier,Challenger,NULL,NULL,NULL
NULL,"Corvus Aircraft Racer","Corvus Aircraft",Racer,NULL,NULL,NULL
NULL,"Cirrus SR-22G3 GTS Turbo",Cirrus,NULL,NULL,SR-22,"SR-22G3 GTS Turbo"
"1992 Boeing 737-300F for sale","Boeing 737-300F",Boeing,NULL,NULL,737,737-300F
NULL,"Piper PA-36 Pawnee Brave",Piper,Pawnee,NULL,PA-36,NULL
"2003  ATEC 122 Zephyr 2000","Atec v.o.s. 122 Zephyr","Atec v.o.s.","122 Zephyr",NULL,NULL,NULL
NULL,"Cessna 501 Citation I/SP",Cessna,Citation,NULL,NULL,501
"B747-400F IS AVAILABLE FOR CHARTER & ACMI LEASE","Boeing 747-400F",Boeing,NULL,NULL,747,747-400F
"B747-200F IS AVAILABLE FOR CHARTER & ACMI LEASE","Boeing 747-200F",Boeing,NULL,NULL,747,747-200F
"Lovely low time machine with 8 Place VIP interior","Sikorsky S-76B",Sikorsky,NULL,NULL,S-76,S-76B
"R66 with ASPEN PFD/MFD and A/C","Robinson R-66",Robinson,NULL,NULL,R-66,NULL
NULL,"Let L-410-UVP-E20",Let,NULL,NULL,L-410,L-410-UVP-E20
NULL,"Bell 412EP",Bell,NULL,NULL,412,412EP
NULL,"Bell 412EP",Bell,NULL,NULL,412,412EP
"2018  Fisher FP-404","Fisher Flying Products FP-404","Fisher Flying Products",NULL,NULL,FP-404,NULL
NULL,"Cessna 172S Skyhawk SP",Cessna,Skyhawk,NULL,172,172S
NULL,"Grob G-115A",Grob,NULL,NULL,G-115,G-115A
NULL,"Eurocopter AS 365N3 Dauphin II",Eurocopter,Dauphin,NULL,"AS 365","AS 365N3"
NULL,"Robinson R-44",Robinson,NULL,NULL,R-44,NULL
"Do you need personal loan? Loan for your home improveme","No make","No make",NULL,NULL,NULL,NULL
"I have been cured of HERPES after 4years","No make","No make",NULL,NULL,NULL,NULL
NULL,"North American Navion","North American",Navion,NULL,NULL,NULL
NULL,"Bombardier Challenger 605",Bombardier,Challenger,NULL,NULL,NULL
NULL,"Airbus H130",Airbus,NULL,NULL,H130,NULL
"1993  Valentin Taifun 17","Valentin Taifun",Valentin,Taifun,NULL,NULL,NULL
NULL,"Piper PA-28R-180 Arrow",Piper,Arrow,NULL,PA-28,PA-28R-180
NULL,"Heli Sport CH-7 Kompress","Heli Sport",Kompress,NULL,CH-7,NULL
"B747-400F IS MUCH AVAILABLE FOR CHARTER AND ACMI LEASE","Boeing 747-400F",Boeing,NULL,NULL,747,747-400F
"Lycoming O320-E2D Engine","Cessna 172M",Cessna,NULL,NULL,NULL,NULL
NULL,"Robin DR 400-120",Robin,NULL,NULL,"DR 400","DR 400-120"
"B747-400F is available for ACMI lease and charter","Boeing 747-400F",Boeing,NULL,NULL,747,747-400F
"2015  Rihn DR-107 One Design","Rihn Aircraft Corp. DR-107 One Design","Rihn Aircraft Corp.","One Design",NULL,DR-107,NULL
NULL,"Wassmer WA-54 Atlantic",Wassmer,Atlantic,NULL,WA-54,NULL
"2012  Tecnam P-2008","Tecnam P2008",Tecnam,NULL,NULL,P2008,NULL
NULL,"Robinson R-44 Raven II",Robinson,Raven,NULL,R-44,NULL
"B747-400F is available for ACMI lease and charter","Boeing 747-400F",Boeing,NULL,NULL,747,747-400F
NULL,"Bell 205A-I Iroquois (Huey)",Bell,"Iroquois (Huey)",NULL,205,205A-I
NULL,"Dova Aircraft Skylark","Dova Aircraft",Skylark,NULL,NULL,NULL
NULL,"Agusta AW139",Agusta,NULL,NULL,A139,AW139
NULL,"Cirrus SR-22G3 Turbo",Cirrus,NULL,NULL,SR-22,"SR-22G3 Turbo"
"Professionally Managed & Maintained MD-87 For Sale","McDonnell Douglas MD-80-87","McDonnell Douglas",NULL,NULL,MD-80,MD-80-87
NULL,Bell,Bell,NULL,NULL,NULL,NULL
NULL,"Piper PA-32R-301 Saratoga II",Piper,Saratoga,NULL,PA-32,PA-32R-301
NULL,"Eurocopter Bo 105-CB4",Eurocopter,NULL,NULL,"Bo 105","Bo 105-CB4"
NULL,"Cirrus SR-22G3",Cirrus,NULL,NULL,SR-22,SR-22G3
NULL,"Cameron Balloons N-90 Aristocrat","Cameron Balloons",Aristocrat,NULL,N-90,NULL
NULL,"Lindstrand Balloons 120","Lindstrand Balloons",NULL,NULL,120,NULL
NULL,"Boeing 767-300ER",Boeing,NULL,NULL,767,767-300ER
"1991 Boeing 747-200 Nose Loader Cargo Aircraft for sale.","Boeing 747-200F",Boeing,NULL,NULL,747,747-200F
NULL,"Cirrus SR-20G2",Cirrus,NULL,NULL,SR-20,SR-20G2
NULL,"Agusta AW169",Agusta,NULL,NULL,AW169,NULL
forsale,"Piper PA-36-375 Pawnee Brave",Piper,Pawnee,NULL,PA-36,PA-36-375
"Aircraft available for ACMI lease and charter","Boeing 747-400F",Boeing,NULL,NULL,747,747-400F
"2001  Extra 200","Extra Flugzeugbau EA-200","Extra Flugzeugbau",NULL,NULL,EA-200,NULL
"Aircraft available for charter and ACMI lease","Boeing 747-400F",Boeing,NULL,NULL,747,747-400F
"2010  XtremeAir XA41 Sbach 300","Xtremeair Sbach 300",Xtremeair,Sbach,NULL,NULL,NULL
"B747-400F is available for ACMI lease and charter","Boeing 747-400F",Boeing,NULL,NULL,747,747-400F
NULL,"Dassault 200 Falcon",Dassault,Falcon,NULL,200,NULL
NULL,"Cessna 172 Skyhawk",Cessna,Skyhawk,NULL,172,NULL
