"list_id","title (headline from sites)","title_name (parsed title)","year","make","modelname","modelnameq","modelno","modelnoq","deeplink"
"283331",,"Schweizer 269C-1","2004","Schweizer",,,"269","269C-1","www.aircraft24.com/helicopter/schweizer/269c-1-damaged--xi135854.htm"
"283333",,"Scheibe SF.23 Sperling","1962","Scheibe","Sperling",,"SF.23",,"flightplanet.com/single-engine-piston-aircraft-for-sale/scheibe/sf-23-sperling__29200.php"
"283354",,"Cessna 340A","1977","Cessna",,,"340","340A","www.aso.com/https://www.aso.com/listings/spec/ViewAd.aspx?id=187525&listingType=true"
"283360",,"Piper PA-28-151 Warrior","1976","Piper","Cherokee",,"PA-28","PA-28-151","www.aircraft24.com/singleprop/piper/pa28-151-warrior--xi135857.htm"
"283361",,"Robinson R-44 Raven II","2008","Robinson","Raven",,"R-44",,"www.aircraft24.com/helicopter/robinson/r44-raven-ii--xi135858.htm"
"283372","The aircraft is much available for acmi lease and charter","Boeing 747-400F","1998","Boeing",,,"747","747-400F","www.aviationclassifieds.com/1998-Boeing-747-400F-for-lease/283372"
"283373","100 HP TAIL WHEEL","Pipistrel Virus SW","2017","Pipistrel","Virus",,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Pipistrel-Virus-SW/283373"
"283374","R 22 MARINER 2002 in FRANCE","Robinson R-22 Beta II","2002","Robinson","Beta",,"R-22",,"www.globalplanesearch.com/listing/aircraft-for-sale/Robinson-Beta-II/283374"
"283375","Cessna Citation II","Cessna 550 Citation II","1989","Cessna","Citation",,,"550","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-550/283375"
"283376","Aircraft Coffee Mugs","No make",,"No make",,,,,"www.aviationclassifieds.com/aviation-jobs-services-parts/aviation-other/Aircraft-Coffee-Mugs/283376"
"283417","1967 Skylane","Cessna 182K","1967","Cessna","Skylane",,"182","182K","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-182K/283417"
"283439",,"Learjet 60",,"Learjet",,,"60",,"www.aircraftdealer.com/aircraft-for-sale-detail/Learjet_45___55___60/1999-LEARJET-60/78930.htm"
"283458",,"Agusta AW139","2008","Agusta",,,"A139","AW139","www.aircraft24.com/helicopter/agusta/aw139--xi135860.htm"
"283459",,"Enstrom F-280FX","2003","Enstrom",,,"F-280","F-280FX","www.aircraft24.com/helicopter/enstrom/280fx--xi135861.htm"
"283462",,"Piper PA-46 Malibu","2018","Piper","Malibu",,"PA-46",,"www.flightmarket.com.br/en/aircraft/turboprops/piper/m600/5292"
"283463",,"Piper M350","2015","Piper",,,"M350",,"www.flightmarket.com.br/en/aircraft/single-engine-airplanes/piper/m350/5287"
"283474",,"Boeing 747-400F","1994","Boeing",,,"747","747-400F","www.aviationclassifieds.com/1994-Boeing-747-400F-for-lease/283474"
"283484",,"Diamond Aircraft 100 TwinStar",,"Diamond Aircraft","Star",,"100",,"www.aircraftdealer.com/aircraft-for-sale-detail/Diamond_DA42/2022-DIAMOND-DA42-VI/78952.htm"
"283488",,"IaI 1124 Westwind I",,"IaI","Westwind",,"1124",,"www.aircraftdealer.com/aircraft-for-sale-detail/Westwind/1978-Westwind-I/78954.htm"
"283494",,"Cessna 182S Skylane","1998","Cessna","Skylane",,"182","182S","www.aircraft24.com/singleprop/cessna/182s-skylane--xi135875.htm"
"283496",,"Cessna 182T Skylane","2001","Cessna","Skylane",,"182","182T","www.aircraft24.com/singleprop/cessna/182t-skylane--xi135873.htm"
"283501",,"Cessna T206H Turbo Stationair","2001","Cessna","Stationair",,"206","T206H","www.aircraft24.com/singleprop/cessna/t206h-turbo-stationair--xi135868.htm"
"283505",,"Boeing 737 BBJ","2014","Boeing","BBJ",,"737",,"www.aircraft24.com/jet/boeing/bbj--xi135876.htm"
"283516",,"Aerostar Superstar 700",,"Aerostar","700P",,,,"www.aircraftdealer.com/aircraft-for-sale-detail/Aerostar/1977-AEROSTAR-700-SUPERSTAR/78966.htm"
"283522",,"IaI 1124 Westwind I","1978","IaI","Westwind",,"1124",,"www.aso.com/https://www.aso.com/listings/spec/ViewAd.aspx?id=187557&listingType=true"
"283526",,"Piper J-3-C65 Cub","1946","Piper","Cub",,"J-3","J-3-C65","www.aso.com/https://www.aso.com/listings/spec/ViewAd.aspx?id=187562&listingType=true"
"283529",,"Let L-410-UVP-E20","2014","Let",,,"L-410","L-410-UVP-E20","www.aircraft24.com/turboprop/let/l410-uvp-e20--xi135877.htm"
"283530",,"Enstrom F-280FX","1989","Enstrom",,,"F-280","F-280FX","www.aircraft24.com/helicopter/enstrom/280fx--xi135879.htm"
"283531",,"Enstrom F-280FX","1991","Enstrom",,,"F-280","F-280FX","www.aircraft24.com/helicopter/enstrom/280fx--xi135878.htm"
"283539",,"Robin DR 400-180","1992","Robin",,,"DR 400","DR 400-180","www.globalplanesearch.com/listing/aircraft-for-sale/Robin-DR-400-180/283539"
"283551",,"Beech 95-A55 Baron","1963","Beech","Baron",,,"95-A55","www.aircraft24.com/multiprop/beechcraft/baron-95-a55--xi135881.htm"
"283552",,"Beech 55 Baron","1976","Beech","Baron",,,"55","www.aircraft24.com/multiprop/beechcraft/baron-55--xi135880.htm"
"283561","The aircraft is available for charter and acmi lease","Boeing 747-400F","1998","Boeing",,,"747","747-400F","www.aviationclassifieds.com/1998-Boeing-747-400F-for-lease/283561"
"283579",,"Vans RV-7A","2010","Vans",,,"RV-7","RV-7A","www.aircraft24.com/singleprop/vans/rv-7-7a--xi135883.htm"
"283584","The aircraft is available for ACMI lease and charter","Boeing 747-400F","1998","Boeing",,,"747","747-400F","www.aviationclassifieds.com/1998-Boeing-747-400F-for-lease/283584"
"283585","INVESTMENT FUND PROJECT","No make",,"No make",,,,,"www.aviationclassifieds.com/aviation-jobs-services-parts/aviation-services/INVESTMENT-FUND-PROJECT/283585"
"283602",,"Cessna 172K Skyhawk","1969","Cessna","Skyhawk",,"172","172K","www.aso.com/https://www.aso.com/listings/spec/ViewAd.aspx?id=187580&listingType=true"
"283603",,"Cessna 421B Golden Eagle","1973","Cessna","Golden Eagle",,"421","421B","www.aso.com/https://www.aso.com/listings/spec/ViewAd.aspx?id=187584&listingType=true"
"283608","2006 Rans Coyote 6ES6","Rans Coyote","2006","Rans","Coyote",,,,"aviastock.com/Aircraft/AD16659"
"283623","Wipline 3000A floats for cessna 185","Cessna 185",,"Cessna",,,,,"www.aviationclassifieds.com/aviation-jobs-services-parts/aircraft-parts/Wipline-3000A-floats-for-cessna-185/283623"
"283624","Low Time, Great Shape","Bell 206B3 JetRanger III","1977","Bell","JetRanger",,"206","206B3","www.globalplanesearch.com/listing/aircraft-for-sale/Bell-206B3/283624"
"283625","Aircraft for ACMI lease and charter","Boeing 747-400F","1994","Boeing",,,"747","747-400F","www.aviationclassifieds.com/1994-Boeing-747-400F-for-lease/283625"
"283650",,"Cessna T206G","1979","Cessna",,,"206","T206G","www.aircraft24.com/singleprop/cessna/t206g--xi135891.htm"
"283651",,"Cessna 206H","1999","Cessna",,,"206","206H","www.aircraft24.com/singleprop/cessna/206h--xi135890.htm"
"283652",,"Cessna 182Q Skylane","1979","Cessna","Skylane",,"182","182Q","www.aircraft24.com/singleprop/cessna/182-q--xi135886.htm"
"283653",,"Lancair 360","1995","Lancair",,,"360",,"www.aircraft24.com/singleprop/lancair/360-project--xi135887.htm"
"283654",,"Mooney M20K 252 Encore","1987","Mooney","Encore",,"M20","M20K 252","www.aircraft24.com/singleprop/mooney/m20k-252-encore-tse--xi135888.htm"
"283655",,"Partenavia P.68B","1971","Partenavia",,,"P.68","P.68B","www.aircraft24.com/multiprop/partenaviavulcanair/p68b--xi135892.htm"
"283656",,"Partenavia P.68B","1974","Partenavia",,,"P.68","P.68B","www.aircraft24.com/multiprop/partenaviavulcanair/p68b--xi135889.htm"
"283657",,"Mil MI-8MTV-1","1992","Mil",,,"MI-8","MI-8MTV-1","www.aircraft24.com/helicopter/mil/mi-8mtv-1--xi132812.htm"
"283658",,"Mil MI-8MTV-1","1991","Mil",,,"MI-8","MI-8MTV-1","www.aircraft24.com/helicopter/mil/mi-8mtv-1--xi132811.htm"
"283659",,"Cirrus SF-50 Vision",,"Cirrus","Vision",,"SF-50",,"www.flightmarket.com.br/en/aircraft/private-jets/cirrus/vision-jet-g2-plus/5299"
"283677","new - just delivered","Pipistrel Virus SW","2021","Pipistrel","Virus",,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Pipistrel-Virus-SW-iS/283677"
"283684",,"Gulfstream GIV",,"Gulfstream",,,"GIV",,"www.aircraftdealer.com/aircraft-for-sale-detail/Gulfstream_GII___GIII___GIV___GV/1987-GULFSTREAM-GIV/78994.htm"
"283693",,"Learjet 31A","1997","Learjet",,,"30","31A","www.aso.com/https://www.aso.com/listings/spec/ViewAd.aspx?id=187616&listingType=true"
"283714","B747-400F IS MUCH AVAILABLE FOR CHARTER AND ACMI LEASE","Boeing 747-400F","1994","Boeing",,,"747","747-400F","www.aviationclassifieds.com/1994-Boeing-747-400F-for-lease/283714"
"283715","Pipistrel Virus SW 100","Pipistrel Virus SW","2010","Pipistrel","Virus",,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Pipistrel-Virus-SW/283715"
"283728",,"Beech 250 King Air","2017","Beech","King Air",,"200","250","www.flightmarket.com.br/en/aircraft/turboprops/beechcraft/king-air-250/3740"
"283736","1979 Cessna  172N","Cessna 172N","1979","Cessna",,,"172","172N","www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-172N/283736"
"283742",,"Cessna 172S","2003","Cessna",,,"172","172S","www.aso.com/https://www.aso.com/listings/spec/ViewAd.aspx?id=187639&listingType=true"
"283745",,"Cessna TR182 Turbo Skylane RG","1980","Cessna","Skylane",,"182","TR182","www.aircraft24.com/singleprop/cessna/tr-182-skylane--xi135896.htm"
"283746",,"Let L-410-UVP-E20","2009","Let",,,"L-410","L-410-UVP-E20","www.aircraft24.com/turboprop/let/l410-uvp-e20--xi135895.htm"
"283760",,"Cirrus SR-22G3 Turbo","2007","Cirrus",,,"SR-22","SR-22G3 Turbo","www.aircraft24.com/singleprop/cirrus/sr22-g3-turbo--xi135897.htm"
"283772","2012 Boeing 747-8 Aircraft available for sale","Boeing 747-8F","2012","Boeing",,,"747","747-8F","www.globalplanesearch.com/listing/aircraft-for-sale/Boeing-747-8F/283772"
"283773","B747-400F IS MUCH AVAILABLE FOR CHARTER AND ACMI LEASE","Boeing 747-400F","1994","Boeing",,,"747","747-400F","www.aviationclassifieds.com/1994-Boeing-747-400F-for-lease/283773"
"283805",,"Roko Aero NG4","2009","Roko Aero",,,"NG4",,"www.aircraft24.com/singleprop/brmaero/roko-aero-ng4--xi135899.htm"
"283851",,"Cirrus SR-22G2 GTS","2005","Cirrus",,,"SR-22","SR-22G2 GTS","www.aircraft24.com/singleprop/cirrus/sr22-g2-gts-under-contract-we-know-others--xi130902.htm"
"283853",,"Bombardier Challenger 605","2013","Bombardier","Challenger",,,,"www.aircraft24.com/jet/bombardierchallenger/605-one-2008-and-one-2011-off-market--xi130278.htm"
"283858","H125B3e with MPVK and VEMD upgrade","Eurocopter AS 350B3e Ecureuil","2016","Eurocopter","Ecureuil",,"AS 350","AS 350B3e","www.globalplanesearch.com/listing/aircraft-for-sale/Eurocopter-AS-350B3e/283858"
"283859","EC120B - FOR IMMEDIATE SALE","Eurocopter EC 120B Colibri","2000","Eurocopter","Colibri",,"EC 120","EC 120B","www.globalplanesearch.com/listing/aircraft-for-sale/Eurocopter-EC-120B/283859"
"283860","AS350B2 READY FOR SALE","Eurocopter AS 350B2 Ecureuil","1983","Eurocopter","Ecureuil",,"AS 350","AS 350B2","www.globalplanesearch.com/listing/aircraft-for-sale/Eurocopter-AS-350B2/283860"
"283868",,"Cessna 340A",,"Cessna",,,"340","340A","www.aircraftdealer.com/aircraft-for-sale-detail/Cessna_340/1979-CESSNA-340A/79036.htm"
"283883",,"Cessna 500 Citation",,"Cessna","Citation",,,"500","www.aircraftdealer.com/aircraft-for-sale-detail/Cessna_Citation_I___500___501/1974-CESSNA-CITATION-500/79078.htm"
"283889",,"Cessna 501 Citation I/SP",,"Cessna","Citation",,,"501","www.aircraftdealer.com/aircraft-for-sale-detail/Cessna_Citation_I___500___501/1982-CESSNA-CITATION-ISP/79089.htm"
"283906",,"Dassault 50 Falcon",,"Dassault","Falcon",,"50",,"www.aircraftdealer.com/aircraft-for-sale-detail/Dassault_Falcon/1982-DASSAULT-FALCON-50/79084.htm"
"283912",,"Beech B90 King Air",,"Beech","King Air",,"90","B90","www.aircraftdealer.com/aircraft-for-sale-detail/Beech_King_Air_90/1969-BEECHCRAFT-KING-AIR-B90/79052.htm"
"283914",,"Beech C90 King Air",,"Beech","King Air",,"90","C90","www.aircraftdealer.com/aircraft-for-sale-detail/Beech_King_Air_90/1976-BEECHCRAFT-KING-AIR-C90/79051.htm"
"283915",,"Beech C90 King Air",,"Beech","King Air",,"90","C90","www.aircraftdealer.com/aircraft-for-sale-detail/Beech_King_Air_90/1980-BEECHCRAFT-KING-AIR-C90/79032.htm"
"283916",,"Beech F90 King Air",,"Beech","King Air",,"90","F90","www.aircraftdealer.com/aircraft-for-sale-detail/Beech_King_Air_90/1980-BEECHCRAFT-KING-AIR-F90/79047.htm"
"283922",,"Eurocopter EC 120B Colibri",,"Eurocopter","Colibri",,"EC 120","EC 120B","www.aircraftdealer.com/aircraft-for-sale-detail/Eurocopter/2002-EUROCOPTER-EC-120B/79042.htm"
"283923",,"McDonnell Douglas MD-600N",,"McDonnell Douglas",,,"MD-600","MD-600N","www.aircraftdealer.com/aircraft-for-sale-detail/McDonnell_Douglas/1997-MCDONNELL-DOUGLAS-600N/79043.htm"
"283935",,"Piper M350","2015","Piper",,,"M350",,"www.aircraft24.com/singleprop/piper/m350--xi135902.htm"
"283936",,"Piper PA-34 Seneca III","1983","Piper","Seneca",,"PA-34",,"www.aircraft24.com/multiprop/piper/seneca-iii--xi135907.htm"
"283937",,"Beech C90 King Air","1980","Beech","King Air",,"90","C90","www.aircraft24.com/turboprop/beechcraft/king-air-c90--xi135909.htm"
"283938",,"Beech C90 King Air","1980","Beech","King Air",,"90","C90","www.aircraft24.com/turboprop/beechcraft/king-air-c90--xi135908.htm"
"283940",,"Cessna 510 Citation Mustang","2010","Cessna","Citation",,,"510","www.aircraft24.com/jet/cessna/citation-mustang--xi135904.htm"
"283942",,"McDonnell Douglas MD-600N","1997","McDonnell Douglas",,,"MD-600","MD-600N","www.aircraft24.com/helicopter/mcdonnelldouglas/600n--xi135906.htm"
"283944",,"Hawker Siddeley 125-800","2001","Hawker Siddeley",,,"125","125-800","flightplanet.com/jet-aircraft-for-sale/hawker-beechcraft/hawker-800__29207.php"
"283949","Just for You","Vans RV-7A","2005","Vans",,,"RV-7","RV-7A","www.aviationclassifieds.com/2005-Vans-RV-7A-for-sale/283949"
"283950","Thorough Pre-Purchase Inspections - Know Before you Buy","No make",,"No make",,,,,"www.aviationclassifieds.com/aviation-jobs-services-parts/aviation-services/Thorough-Pre-Purchase-Inspections-Know-Before-you-Buy/283950"
"283958",,"Beech 55 Baron","1976","Beech","Baron",,,"55","www.aircraft24.com/multiprop/beechcraft/55-baron--xi135913.htm"
"283959",,"Cessna 340A","1977","Cessna",,,"340","340A","www.aircraft24.com/multiprop/cessna/340a--xi135912.htm"
"283960",,"Cessna 340A","1979","Cessna",,,"340","340A","www.aircraft24.com/multiprop/cessna/340a--xi135911.htm"
"283961",,"Cessna 414A Chancellor","1979","Cessna","Chancellor",,"414","414A","www.aircraft24.com/multiprop/cessna/414a--xi135910.htm"
"283962",,"Airbus A321",,"Airbus",,,"A321",,"www.aircraft24.com/jet/airbus/a321-neo--xi133068.htm"
"283963",,"Airbus A320",,"Airbus",,,"A320",,"www.aircraft24.com/jet/airbus/a320-neo--xi130961.htm"
"283971","The aircraft is much available for acmi lease and charter","Boeing 747-400F","1994","Boeing",,,"747","747-400F","www.aviationclassifieds.com/1994-Boeing-747-400F-for-lease/283971"
"283972","Garmin GTN 650 WAAS GPS/Nav/Comm","Avions Starck Jac","2021","Avions Starck",,,,,"www.aviationclassifieds.com/aviation-jobs-services-parts/aircraft-parts/Garmin-GTN-650-WAAS-GPS-Nav-Comm/283972"
"283975",,"Cessna 150J",,"Cessna",,,"150","150J","www.aircraftdealer.com/aircraft-for-sale-detail/Cessna_150_152/1969-Cessna-150J/79121.htm"
"283984",,"Luscombe 8a",,"Luscombe",,,"8","8a","www.aircraftdealer.com/aircraft-for-sale-detail/Luscombe/1946-LUSCOMBE-8A/79099.htm"
"284008",,"Robinson R-44 Raven II",,"Robinson","Raven",,"R-44",,"www.aircraftdealer.com/aircraft-for-sale-detail/Robinson/2014-Robinson-R44-Raven-II/77819.htm"
"284011",,"Pipistrel Panthera",,"Pipistrel","Panthera",,,,"www.aircraftdealer.com/aircraft-for-sale-detail/Pipistrel/2020-Pipistrel-Panthera/79105.htm"
"284029",,"Cessna 421B Golden Eagle","1974","Cessna","Golden Eagle",,"421","421B","www.aircraft24.com/multiprop/cessna/421b--xi135915.htm"
"284030",,"Beech 400A Beechjet","1991","Beech","Beechjet",,"400","400A","www.aircraft24.com/jet/beechcraft/beechjet-400a--xi135924.htm"
"284031",,"Beech 400A Beechjet","1994","Beech","Beechjet",,"400","400A","www.aircraft24.com/jet/beechcraft/beechjet-400a--xi135921.htm"
"284032",,"Raytheon Premier I","2004","Raytheon","Premier",,,,"www.aircraft24.com/jet/beechcraft/premier-i-390--xi135920.htm"
"284033",,"Beech 400A Beechjet","1992","Beech","Beechjet",,"400","400A","www.aircraft24.com/jet/beechcraft/beechjet-400a--xi135914.htm"
"284034",,"Bombardier CL-601-3A/ER Challenger 601","1989","Bombardier","Challenger",,"CL-601","CL-601-3A/ER","www.aircraft24.com/jet/bombardier/challenger-601-3a-er--xi135926.htm"
"284035",,"Cessna S550 Citation S/II","1985","Cessna","Citation",,,"S550","www.aircraft24.com/jet/cessna/citation-sii--xi135930.htm"
"284036",,"Cessna 650 Citation III","1985","Cessna","Citation",,,"650","www.aircraft24.com/jet/cessna/citation-iii--xi135929.htm"
"284037",,"Cessna S550 Citation S/II","1985","Cessna","Citation",,,"S550","www.aircraft24.com/jet/cessna/citation-sii--xi135928.htm"
"284038",,"Cessna 560 Citation V","1989","Cessna","Citation",,,"560","www.aircraft24.com/jet/cessna/citation-v--xi135927.htm"
"284039",,"Cessna 650 Citation VI","1992","Cessna","Citation",,,"650","www.aircraft24.com/jet/cessna/citation-vi--xi135923.htm"
"284040",,"Cessna 560 Citation V","1992","Cessna","Citation",,,"560","www.aircraft24.com/jet/cessna/citation-v--xi135922.htm"
"284041",,"Dassault 50 Falcon","1989","Dassault","Falcon",,"50",,"www.aircraft24.com/jet/dassault/falcon-50--xi135925.htm"
"284043",,"Learjet 45-XR","2007","Learjet",,,"45","45-XR","www.aircraft24.com/jet/learjet/45xr--xi135919.htm"
"284049","The B747-400F is available for ACMI lease and charter","Boeing 747-400F","1998","Boeing",,,"747","747-400F","www.aviationclassifieds.com/1998-Boeing-747-400F-for-lease/284049"
"284059","B747-400F IS MUCH AVAILABLE FOR CHARTER AND ACMI LEASE","Boeing 747-400F","1994","Boeing",,,"747","747-400F","www.aviationclassifieds.com/1994-Boeing-747-400F-for-lease/284059"
"284060","The aircraft is available for charter and acmi lease","Boeing 747-400F","1991","Boeing",,,"747","747-400F","www.aviationclassifieds.com/1991-Boeing-747-400F-for-lease/284060"
"284068",,"Beech 58P Baron","1981","Beech","Baron",,,"58P","www.aircraft24.com/multiprop/beechcraft/baron-58p--xi135942.htm"
"284070",,"Beech F90 King Air","1980","Beech","King Air",,"90","F90","www.aircraft24.com/turboprop/beechcraft/king-air-f90--xi135945.htm"
"284071",,"Cessna 425 Conquest","1981","Cessna","Conquest",,"425",,"www.aircraft24.com/turboprop/cessna/conquest--xi135939.htm"
"284072",,"Bombardier CL-600 Challenger 600","1982","Bombardier","Challenger",,"CL-600",,"www.aircraft24.com/jet/bombardierchallenger/600--xi135938.htm"
"284073",,"Bombardier CL-600 Challenger 600","1982","Bombardier","Challenger",,"CL-600",,"www.aircraft24.com/jet/bombardierchallenger/600--xi135934.htm"
"284074",,"Cessna 550 Citation II","1979","Cessna","Citation",,,"550","www.aircraft24.com/jet/cessna/citation-ii--xi135949.htm"
"284075",,"Cessna 550 Citation II","1979","Cessna","Citation",,,"550","www.aircraft24.com/jet/cessna/citation-ii--xi135948.htm"
"284076",,"Cessna 550 Citation II","1980","Cessna","Citation",,,"550","www.aircraft24.com/jet/cessna/citation-ii--xi135944.htm"
"284077",,"Cessna 550 Citation II","1981","Cessna","Citation",,,"550","www.aircraft24.com/jet/cessna/citation-ii--xi135941.htm"
"284078",,"Cessna 550 Citation II","1981","Cessna","Citation",,,"550","www.aircraft24.com/jet/cessna/citation-ii--xi135940.htm"
"284079",,"Cessna 550 Citation II","1982","Cessna","Citation",,,"550","www.aircraft24.com/jet/cessna/citation-ii--xi135937.htm"
"284080",,"Cessna 501 Citation I/SP","1982","Cessna","Citation",,,"501","www.aircraft24.com/jet/cessna/citation-isp--xi135933.htm"
"284082",,"Cessna 650 Citation III","1984","Cessna","Citation",,,"650","www.aircraft24.com/jet/cessna/citation-iii--xi135931.htm"
"284083",,"Dassault 50 Falcon","1982","Dassault","Falcon",,"50",,"www.aircraft24.com/jet/dassault/falcon-50--xi135936.htm"
"284084",,"Hawker Siddeley 125-700B","1980","Hawker Siddeley",,,"125","125-700B","www.aircraft24.com/jet/hawker/700b--xi135943.htm"
"284085",,"Eurocopter Bo 105-CBS5","1996","Eurocopter",,,"Bo 105","Bo 105-CBS5","www.aircraft24.com/helicopter/boelkow/bo-105-cbs-5--xi135947.htm"
"284103",,"Cessna 172M","1973","Cessna",,,"172","172M","www.aircraft24.com/singleprop/cessna/172m-reims--xi135951.htm"
"284104",,"Piper PA-34 Seneca III","1981","Piper","Seneca",,"PA-34",,"www.aircraft24.com/multiprop/piper/seneca-iii-turbo-gtn-650-reduced-to-90--xi130284.htm"
"284105",,"Beech B90 King Air","1969","Beech","King Air",,"90","B90","www.aircraft24.com/turboprop/beechcraft/king-air-b90--xi135966.htm"
"284106",,"Beech E90 King Air","1975","Beech","King Air",,"90","E90","www.aircraft24.com/turboprop/beechcraft/king-air-e90--xi135961.htm"
"284108",,"Socata TBM-850","2013","Socata",,,"TBM-850",,"www.aircraft24.com/turboprop/eadssocata/tbm-850--xi135967.htm"
"284109",,"Piper PA-31T Cheyenne II","1978","Piper","Cheyenne",,"PA-31","PA-31T","www.aircraft24.com/turboprop/piper/cheyenne-ii--xi135953.htm"
"284110",,"Bombardier Global 5000","2009","Bombardier","Global 5000",,,,"www.aircraft24.com/jet/bombardier/global-5000--xi135950.htm"
"284111",,"Cessna 500 Citation","1972","Cessna","Citation",,,"500","www.aircraft24.com/jet/cessna/citation-500--xi135965.htm"
"284112",,"Cessna 500 Citation","1973","Cessna","Citation",,,"500","www.aircraft24.com/jet/cessna/citation-500--xi135964.htm"
"284113",,"Cessna 500 Citation","1974","Cessna","Citation",,,"500","www.aircraft24.com/jet/cessna/citation-500--xi135963.htm"
"284114",,"Cessna 500 Citation","1974","Cessna","Citation",,,"500","www.aircraft24.com/jet/cessna/citation-500--xi135962.htm"
"284115",,"Cessna 500 Citation","1976","Cessna","Citation",,,"500","www.aircraft24.com/jet/cessna/citation-500--xi135960.htm"
"284116",,"Cessna 501 Citation I/SP","1977","Cessna","Citation",,,"501","www.aircraft24.com/jet/cessna/citation-isp--xi135958.htm"
"284117",,"Cessna 501 Citation I/SP","1977","Cessna","Citation",,,"501","www.aircraft24.com/jet/cessna/citation-isp--xi135957.htm"
"284118",,"Cessna 501 Citation I/SP","1977","Cessna","Citation",,,"501","www.aircraft24.com/jet/cessna/citation-isp--xi135956.htm"
"284119",,"Cessna 501 Citation I/SP","1978","Cessna","Citation",,,"501","www.aircraft24.com/jet/cessna/citation-isp--xi135954.htm"
"284120",,"Cessna 550 Citation II","1978","Cessna","Citation",,,"550","www.aircraft24.com/jet/cessna/citation-ii--xi135952.htm"
"284133","Salvaged tail section","Vans RV-7A","2019","Vans",,,,,"www.aviationclassifieds.com/aviation-jobs-services-parts/aircraft-parts/Salvaged-tail-section/284133"
"284137",,"Beech C90 King Air","1973","Beech","King Air",,"90","C90","www.aso.com/https://www.aso.com/listings/spec/ViewAd.aspx?id=187733&listingType=true"
"284161","B747-400F IS MUCH AVAILABLE FOR CHARTER AND ACMI LEASE","Boeing 747-400F","1998","Boeing",,,"747","747-400F","www.aviationclassifieds.com/1998-Boeing-747-400F-for-lease/284161"
"284193",,"Columbia 300 Columbia","2003","Columbia","Columbia",,"300","300","www.aircraft24.com/singleprop/columbia/300--xi135969.htm"
"284194",,"Beech C90GTx King Air","2019","Beech","King Air",,"90","C90GTx","www.aircraft24.com/turboprop/beechcraft/king-air-c90gtx-like-new-aircraft-we-also--xi124348.htm"
"284195",,"Cirrus SF-50 Vision","2019","Cirrus","Vision",,"SF-50",,"www.aircraft24.com/jet/cirrus/vision-sf-50jet-g2-to-be-delivered-to--xi135968.htm"
"284196",,"Dassault 7X","2012","Dassault",,,"7X",,"www.aircraft24.com/jet/dassault/7x-easa-europe-2000-hrs--xi132365.htm"
"284197",,"Eclipse Aviation Eclipse 500","2008","Eclipse Aviation",,,"Eclipse 500",,"www.aircraft24.com/jet/eclipse/500-lx-modified-upgraded-sample-offer--xi113706.htm"
"284213",,"Agusta A119 Koala",,"Agusta","Koala",,"A119",,"www.aircraftdealer.com/aircraft-for-sale-detail/Agusta/2006-AGUSTA-AW119-KOALA/79172.htm"
"284238","1962 Cessna 205(21065)Skydiving plane","Cessna 205","1962","Cessna",,,"205",,"www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-205/284238"
"284239","1962  Cessna 205  (210-5) Skydiving Plane","Cessna 205","1962","Cessna",,,"205",,"www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-205/284239"
"284240","Garmin GNS 530 WAAS","No make",,"No make",,,,,"www.aviationclassifieds.com/aviation-jobs-services-parts/aircraft-parts/Garmin-GNS-530-WAAS/284240"
"284241",,"Beech F33A Bonanza","1990","Beech","Bonanza",,,"F33A","www.aircraft24.com/singleprop/beechcraft/bonanza-f33a--xi135974.htm"
"284242",,"Cessna 172R Skyhawk","2005","Cessna","Skyhawk",,"172","172R","www.aircraft24.com/singleprop/cessna/172r--xi135972.htm"
"284243",,"Gulfstream G100","2001","Gulfstream",,,"G100",,"www.aircraft24.com/jet/gulfstream/g100--xi135973.htm"
"284244",,"Schweizer 269","1988","Schweizer",,,"269",,"www.aircraft24.com/helicopter/schweizer/269--xi135971.htm"
"284253","B747-400F IS MUCH AVAILABLE FOR CHARTER AND ACMI LEASE","Boeing 747-400F","1998","Boeing",,,"747","747-400F","www.aviationclassifieds.com/1998-Boeing-747-400F-for-lease/284253"
"284255",,"Beech A36 Bonanza","1984","Beech","Bonanza",,,"A36","www.aircraft24.com/singleprop/beechcraft/a36-bonanza--xi135977.htm"
"284259","Pipistrel Virus SW","Pipistrel Virus SW","2010","Pipistrel","Virus",,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Pipistrel-Virus-SW/284259"
"284260","Pipistrel Virus SW 100","Pipistrel Virus SW","2010","Pipistrel","Virus",,,,"www.globalplanesearch.com/listing/aircraft-for-sale/Pipistrel-Virus-SW/284260"
"284261","1946 Cessna 140","Cessna 140","1946","Cessna",,,"140",,"www.globalplanesearch.com/listing/aircraft-for-sale/Cessna-140/284261"
"284284",,"Beech C90 King Air",,"Beech","King Air",,"90","C90","www.aircraftdealer.com/aircraft-for-sale-detail/Beech_King_Air_90/1973-BEECHCRAFT-KING-AIR-C90/79183.htm"
